ClienteID,NombreCliente,Edad,Ciudad,ProductoID,NombreProducto,CategoríaProducto,FechaCompra,Cantidad,PrecioUnitario
C03741,Marco Antonio Aguayo,30,Nueva Canadá,P374,Cefalexina,Antibiótico,17/10/2024,3,60.65
C03742,Mtro. Mauro Ocasio,80,Vieja Bosnia y Herzegovina,P192,Vitamina C,Suplemento,19/10/2024,2,134.63
C03743,Lorenzo Alejandro Irizarry Casas,23,Vieja República Democrática del Congo,P222,Loratadina,Antihistamínico,23/12/2024,1,183.14
C03744,Norma Asunción Montes Pérez,47,San Norma los bajos,P118,Pioglitazona,Antidiabético,25/08/2024,3,169.89
C03745,Israel Esmeralda Castro,26,Nueva Brasil,P416,Omeprazol,Antiácido,07/02/2025,2,69
C03746,Gustavo José Manuél Estrada,27,San Diana de la Montaña,P392,Naproxeno,Analgésico,20/03/2025,2,108.28
C03747,Felipe Alvaro Pichardo,47,Vieja República Dominicana,P346,Magnesio,Suplemento,25/05/2025,2,85.88
C03748,Emiliano Gerónimo Crespo,52,San Sessa los altos,P059,Omeprazol,Antiácido,08/07/2024,3,180.78
C03749,Yolanda Perla Abreu Arroyo,26,San Abel los bajos,P108,Ciprofloxacino,Antibiótico,20/10/2024,4,154.27
C03750,Eugenia Alejandro Armenta,61,San Leonor los altos,P080,Glibenclamida,Antidiabético,11/10/2024,4,81.79
C03751,Gonzalo Ontiveros Urrutia,60,Nueva Malta,P272,Ciprofloxacino,Antibiótico,14/01/2025,4,61.49
C03752,Andrés Aparicio,43,Nueva Timor-Leste,P294,Magnesio,Suplemento,02/09/2024,2,73.74
C03753,Jaqueline Yuridia Jurado Muñiz,84,San Jaqueline los bajos,P085,Pioglitazona,Antidiabético,17/10/2024,1,55.32
C03754,Esparta Pineda Alba,47,Vieja Luxemburgo,P150,Vitamina D,Suplemento,18/09/2024,4,129.33
C03755,Lic. Catalina Serrano,42,San Gloria los altos,P274,Lansoprazol,Antiácido,29/03/2025,3,13.17
C03756,Débora Alberto Rivera,18,Vieja Swazilandia,P496,Ranitidina,Antiácido,31/08/2024,4,75.56
C03757,Virginia Cristian Mendoza Carmona,87,Vieja Camboya,P454,Fexofenadina,Antihistamínico,06/09/2024,2,177.66
C03758,Dr. Joaquín Aponte,18,San Felipe los altos,P111,Paracetamol,Analgésico,06/09/2024,4,182.65
C03759,Zacarías Arguello Godínez,42,Nueva República de Corea,P307,Fexofenadina,Antihistamínico,08/10/2024,4,71.39
C03760,Darío Leticia Orosco,22,San David de la Montaña,P467,Glibenclamida,Antidiabético,04/12/2024,1,120.36
C03761,Antonio Mauro Madrigal Vergara,72,San Anel de la Montaña,P435,Cefalexina,Antibiótico,08/11/2024,5,137.31
C03762,Sr(a). Barbara Salcido,65,Vieja Bosnia y Herzegovina,P196,Metformina,Antidiabético,07/12/2024,1,69.29
C03763,Gilberto Timoteo Guajardo,53,Vieja Japón,P347,Cefalexina,Antibiótico,01/06/2025,2,138.18
C03764,Sessa Barela,19,San Rodrigo de la Montaña,P086,Metformina,Antidiabético,11/04/2025,3,28.36
C03765,Jacinto Bustamante,88,Vieja Santa Lucía,P166,Pantoprazol,Antiácido,29/08/2024,5,129.48
C03766,Olivia Claudia Barela,70,Vieja Indonesia,P229,Azitromicina,Antibiótico,28/06/2024,1,97.67
C03767,Lic. Pascual Camarillo,56,Nueva Finlandia,P271,Naproxeno,Analgésico,23/02/2025,4,54.12
C03768,Hermelinda Gerardo Velasco Villareal,63,San Raúl los bajos,P239,Cetirizina,Antihistamínico,01/08/2024,5,115.87
C03769,Josefina Cornelio Ceballos Galarza,68,San Karla de la Montaña,P397,Calcio,Suplemento,29/07/2024,1,51.94
C03770,Lic. Óscar Nájera,22,Nueva Côte d'Ivoire,P238,Loratadina,Antihistamínico,23/04/2025,4,129.02
C03771,Lic. Judith Noriega,34,San Jacobo de la Montaña,P199,Pioglitazona,Antidiabético,11/11/2024,2,142.53
C03772,Esmeralda Eugenia Ávila,79,San Alma los altos,P221,Calcio,Suplemento,20/01/2025,3,29.03
C03773,Sr(a). Anabel Escobar,75,Nueva Albania,P198,Omeprazol,Antiácido,14/10/2024,3,50.9
C03774,Ing. Sara Pulido,78,San Victoria de la Montaña,P029,Vitamina D,Suplemento,29/06/2024,5,195.08
C03775,Ing. Carlos Aguilera,59,San Susana los altos,P010,Calcio,Suplemento,13/11/2024,2,49.15
C03776,Gerónimo Alfonso Roybal,84,Vieja Italia,P322,Ibuprofeno,Analgésico,19/08/2024,2,55.99
C03777,Sergio Tejada Linares,50,Vieja Estonia,P161,Omeprazol,Antiácido,10/02/2025,3,89.65
C03778,Amanda Ruelas Rascón,47,San Mauricio de la Montaña,P226,Ciprofloxacino,Antibiótico,10/12/2024,1,21.19
C03779,Rodolfo Iglesias,77,San Frida los bajos,P429,Ibuprofeno,Analgésico,29/12/2024,2,36.04
C03780,Francisco Juan Carrillo Sanches,24,Nueva Guinea,P051,Naproxeno,Analgésico,06/08/2024,1,25.16
C03781,Sr(a). Noelia Salcedo,80,Nueva Togo,P057,Azitromicina,Antibiótico,10/09/2024,1,63.14
C03782,Gerónimo Gracia,50,San Úrsula los altos,P361,Lansoprazol,Antiácido,22/02/2025,2,16.99
C03783,Mtro. Antonia Páez,42,Nueva Saint Kitts y Nevis,P432,Omeprazol,Antiácido,11/06/2024,3,17.49
C03784,Ramiro Alma Vélez,59,San Oswaldo los bajos,P109,Glibenclamida,Antidiabético,23/07/2024,2,140.83
C03785,Sandra Rivas,77,San Eugenio de la Montaña,P191,Diclofenaco,Analgésico,06/03/2025,4,33.07
C03786,Héctor Ortega Mora,66,San Eugenio los altos,P234,Pioglitazona,Antidiabético,13/12/2024,2,11.82
C03787,Timoteo Linda Griego,18,Vieja República Democrática del Congo,P048,Desloratadina,Antihistamínico,30/07/2024,3,92.18
C03788,Leonardo León,28,San Elena los altos,P173,Cefalexina,Antibiótico,30/04/2025,3,38.9
C03789,Aurelio Martín Arias Gracia,24,Nueva Cabo Verde,P132,Calcio,Suplemento,19/09/2024,5,118.11
C03790,Claudia Ferrer Lerma,39,Vieja Uzbekistán,P331,Desloratadina,Antihistamínico,17/11/2024,5,108.33
C03791,Francisca Tirado,62,Nueva Guinea Ecuatorial,P299,Desloratadina,Antihistamínico,21/11/2024,5,158.68
C03792,Ing. Ramón Urrutia,54,Nueva Filipinas,P065,Loratadina,Antihistamínico,16/06/2024,5,12.01
C03793,Adalberto Velasco,49,San Abril los altos,P258,Cetirizina,Antihistamínico,12/09/2024,3,38.88
C03794,Julio Homero Patiño Malave,41,Nueva Lituania,P206,Paracetamol,Analgésico,21/09/2024,3,15.68
C03795,Estela Mateo Velásquez Robles,79,San Irma los bajos,P310,Pioglitazona,Antidiabético,01/09/2024,4,45.21
C03796,Ing. Dalia Maestas,78,Vieja Bulgaria,P236,Pantoprazol,Antiácido,17/05/2025,1,168.7
C03797,Dr. Óscar Rincón,32,Vieja Canadá,P019,Pioglitazona,Antidiabético,21/07/2024,3,145.64
C03798,Jacobo José Emilio Merino,30,Vieja República Democrática del Congo,P269,Fexofenadina,Antihistamínico,09/11/2024,2,60.54
C03799,Rodrigo Paulina Gollum Mercado,58,Nueva Chad,P341,Lansoprazol,Antiácido,06/11/2024,5,110.13
C03800,Inés María Elena Lozada Cervantes,38,San Ramón de la Montaña,P332,Paracetamol,Analgésico,14/03/2025,2,145.02
C03801,Florencia Godínez,50,San Araceli los altos,P117,Cefalexina,Antibiótico,22/12/2024,1,157.03
C03802,Luis Miguel Lorenzo Marroquín Escalante,45,Vieja Chad,P218,Cefalexina,Antibiótico,26/01/2025,4,107.64
C03803,Esmeralda Arce,73,San Alfonso los bajos,P231,Pantoprazol,Antiácido,13/01/2025,3,82.68
C03804,Martha Cedillo,58,San Fabiola los bajos,P442,Omeprazol,Antiácido,25/05/2025,1,163.26
C03805,Mtro. Arcelia Rosales,54,San José Emilio los altos,P355,Paracetamol,Analgésico,05/01/2025,3,35.95
C03806,María Luisa Esperanza Reyna,62,San María del Carmen los altos,P150,Vitamina D,Suplemento,10/01/2025,2,95.65
C03807,Lic. Timoteo Tejeda,20,Vieja Chipre,P348,Paracetamol,Analgésico,17/04/2025,5,27.74
C03808,Federico Huerta Aparicio,23,Vieja Jordania,P489,Vitamina D,Suplemento,16/04/2025,4,43.34
C03809,Ariadna Javier Bermúdez Mateo,18,Nueva Gabón,P148,Glibenclamida,Antidiabético,24/07/2024,3,181.4
C03810,Alonso Montoya Castellanos,37,Nueva Brasil,P307,Azitromicina,Antibiótico,13/03/2025,2,152.38
C03811,Dr. Angélica Mejía,41,San Gregorio de la Montaña,P035,Desloratadina,Antihistamínico,29/08/2024,3,143.25
C03812,Horacio Solorio,72,San Natividad de la Montaña,P132,Loratadina,Antihistamínico,01/11/2024,2,104.09
C03813,Lic. Guillermina Olivera,77,Nueva Trinidad y Tabago,P164,Sitagliptina,Antidiabético,11/07/2024,1,169.27
C03814,Antonio Páez Abrego,42,San José Luis los altos,P144,Sitagliptina,Antidiabético,10/08/2024,4,192.61
C03815,Ignacio Bañuelos Terrazas,69,San Israel de la Montaña,P047,Calcio,Suplemento,10/08/2024,3,187.52
C03816,Ángela María Elena Apodaca,54,San Lucía de la Montaña,P137,Glibenclamida,Antidiabético,01/09/2024,2,177.42
C03817,Clemente Hugo Arias Campos,66,San Vanesa los bajos,P324,Pioglitazona,Antidiabético,16/04/2025,3,119.69
C03818,Pedro Lemus Tamayo,78,San Beatriz los bajos,P091,Ranitidina,Antiácido,10/10/2024,3,17.45
C03819,Lourdes Gastélum,53,San Abel los altos,P008,Diclofenaco,Analgésico,22/05/2025,3,103.38
C03820,Homero Castellanos,30,Nueva Guatemala,P054,Pioglitazona,Antidiabético,13/10/2024,3,146.68
C03821,José Mora Ballesteros,31,Vieja Tailandia,P160,Lansoprazol,Antiácido,02/09/2024,1,105.51
C03822,Magdalena Lilia Noriega Vela,40,San José Carlos los bajos,P136,Vitamina D,Suplemento,20/12/2024,5,19.67
C03823,Iván Gabriela Núñez,77,Vieja Eslovaquia,P283,Lansoprazol,Antiácido,06/11/2024,4,92.72
C03824,Esmeralda Orozco,36,San Marisol los bajos,P341,Fexofenadina,Antihistamínico,26/05/2025,4,13.83
C03825,Delia Cardona Hernandes,42,Vieja Nueva Zelandia,P065,Diclofenaco,Analgésico,19/11/2024,1,131.39
C03826,Maximiliano Aurora Leal Godínez,29,San René de la Montaña,P254,Omeprazol,Antiácido,26/10/2024,5,118.13
C03827,Aurora Montemayor Aparicio,42,Nueva Pakistán,P356,Diclofenaco,Analgésico,12/06/2024,4,76.95
C03828,Soledad Herrera Sauceda,22,Vieja Uruguay,P367,Sitagliptina,Antidiabético,14/03/2025,5,174.37
C03829,Tania Eugenio Roybal,34,San Jonás los altos,P383,Magnesio,Suplemento,05/02/2025,2,56.06
C03830,Lic. Cristal Llamas,19,Vieja Mauritania,P383,Ibuprofeno,Analgésico,16/10/2024,5,119.87
C03831,Judith Badillo,30,Vieja Eslovaquia,P243,Sitagliptina,Antidiabético,17/03/2025,4,34.03
C03832,Frida Fierro Ferrer,54,Nueva Senegal,P359,Metformina,Antidiabético,28/01/2025,1,47.53
C03833,Miguel Ángel Frías,80,Nueva México,P485,Ciprofloxacino,Antibiótico,08/08/2024,2,11.22
C03834,Fabiola León,46,San Zeferino de la Montaña,P425,Ciprofloxacino,Antibiótico,25/10/2024,5,30.68
C03835,Virginia Araceli Arguello Marín,45,Vieja Liechtenstein,P116,Magnesio,Suplemento,18/11/2024,3,83.73
C03836,Lic. Iván Pabón,86,San Araceli los altos,P407,Amoxicilina,Antibiótico,10/11/2024,1,174.26
C03837,Miguel Pablo Guevara Gutiérrez,84,San Federico los altos,P374,Pantoprazol,Antiácido,10/06/2024,3,127.07
C03838,Carmen Salma Márquez Reynoso,35,San Eloy de la Montaña,P476,Sitagliptina,Antidiabético,29/01/2025,5,71.25
C03839,Mtro. Santiago Tafoya,48,San Débora de la Montaña,P042,Magnesio,Suplemento,26/05/2025,1,117.37
C03840,Hernán Oquendo,56,Vieja Chad,P148,Diclofenaco,Analgésico,11/11/2024,5,163.83
C03841,Hernán Gutiérrez Alfaro,86,Nueva Chile,P169,Desloratadina,Antihistamínico,10/10/2024,5,171.38
C03842,Jaqueline Pedroza,73,San Martín los altos,P365,Ibuprofeno,Analgésico,12/09/2024,4,109.83
C03843,Mónica Raquel Vázquez,88,San Mario los altos,P239,Amoxicilina,Antibiótico,07/09/2024,1,154.65
C03844,Maximiliano Archuleta,74,Vieja ex República Yugoslava de Macedonia,P365,Azitromicina,Antibiótico,14/10/2024,2,110.46
C03845,Amalia Lebrón,23,San Paola los altos,P307,Sitagliptina,Antidiabético,20/04/2025,3,69.93
C03846,Federico Chacón Iglesias,53,Vieja República Democrática del Congo,P415,Pioglitazona,Antidiabético,25/11/2024,3,80.86
C03847,Noelia Villareal,68,Nueva Países Bajos,P429,Sitagliptina,Antidiabético,02/04/2025,2,13.42
C03848,Liliana Carreón Casárez,61,San Amelia de la Montaña,P384,Cetirizina,Antihistamínico,11/06/2024,4,125.29
C03849,Alta  Gracia Alma Cepeda Jiménez,85,San Tomás los bajos,P061,Lansoprazol,Antiácido,01/09/2024,4,123.03
C03850,Jorge Luis Fidel Terrazas Mendoza,23,Vieja Mauricio,P257,Metformina,Antidiabético,20/01/2025,5,117.28
C03851,Lic. Esmeralda Serrato,54,San Alfonso los bajos,P066,Sitagliptina,Antidiabético,26/10/2024,5,172.46
C03852,Ing. Pedro Villalobos,70,San Natalia los altos,P193,Omeprazol,Antiácido,28/01/2025,3,142.01
C03853,Rufino René Hernández Maestas,39,Vieja Chile,P073,Fexofenadina,Antihistamínico,12/03/2025,3,163.81
C03854,Lic. Armando Madrigal,79,Nueva Zambia,P419,Calcio,Suplemento,13/11/2024,3,184.9
C03855,Noemí Arredondo,53,San Marisol los altos,P030,Vitamina D,Suplemento,17/08/2024,3,182.31
C03856,Sr(a). Carmen Longoria,39,San Elvira los bajos,P161,Diclofenaco,Analgésico,19/04/2025,5,103.61
C03857,Ing. María Luisa Bermúdez,40,Vieja Nauru,P157,Paracetamol,Analgésico,14/06/2024,3,148.67
C03858,Úrsula Villarreal Madera,46,Nueva Cabo Verde,P016,Lansoprazol,Antiácido,23/05/2025,1,189.47
C03859,Dr. Mauro Laureano,85,San Sergio los altos,P379,Metformina,Antidiabético,24/04/2025,3,52.22
C03860,Lic. Sandra Carbajal,71,San Guillermina de la Montaña,P088,Fexofenadina,Antihistamínico,07/10/2024,5,35.55
C03861,Sr(a). Esteban Garica,24,San Carlos de la Montaña,P390,Cefalexina,Antibiótico,08/12/2024,4,115.31
C03862,Noelia Rodrigo Colunga,24,Vieja Panamá,P251,Calcio,Suplemento,22/11/2024,5,64.8
C03863,Julia Mata,54,Nueva Reino Unido de Gran Bretaña e Irlanda del Norte,P369,Vitamina C,Suplemento,30/05/2025,1,183.94
C03864,Espartaco Luis Escalante Quintana,46,Nueva Seychelles,P439,Ibuprofeno,Analgésico,08/10/2024,2,179.15
C03865,Mtro. Francisco Bernal,55,San Aldo los bajos,P459,Vitamina C,Suplemento,16/02/2025,4,89.04
C03866,Sr(a). María Elena Ulloa,70,Nueva Finlandia,P399,Pioglitazona,Antidiabético,19/01/2025,1,150.9
C03867,Violeta Reynaldo Mireles Aguilar,61,Nueva España,P443,Glibenclamida,Antidiabético,18/08/2024,4,56.13
C03868,Mariana Reséndez Padilla,66,San Alicia de la Montaña,P059,Glibenclamida,Antidiabético,24/11/2024,3,43.36
C03869,Federico Estela Luna Guerra,18,San Claudio los bajos,P178,Desloratadina,Antihistamínico,17/03/2025,3,33.38
C03870,Ilse Espinosa Camacho,58,Vieja Timor-Leste,P315,Ranitidina,Antiácido,08/04/2025,2,189.06
C03871,María Teresa Angélica Montez Díaz,84,San Rosario los altos,P405,Vitamina C,Suplemento,19/09/2024,3,71.15
C03872,Dr. Omar Madrid,22,San Adalberto los altos,P461,Ciprofloxacino,Antibiótico,15/02/2025,1,193.82
C03873,Ilse Anel Perea,60,San Marisela los bajos,P015,Cefalexina,Antibiótico,07/08/2024,5,192.58
C03874,Bianca Yeni Nieves,44,Nueva Mozambique,P407,Pioglitazona,Antidiabético,18/07/2024,5,80.6
C03875,Iván Díaz,61,Vieja Islandia,P425,Pantoprazol,Antiácido,20/02/2025,4,158.56
C03876,Leonardo Galván,62,San Mateo los bajos,P304,Omeprazol,Antiácido,22/03/2025,2,138.3
C03877,Dalia Villarreal Huerta,23,Nueva Mónaco,P070,Sitagliptina,Antidiabético,02/05/2025,3,61.47
C03878,René Riojas,39,San Rubén los bajos,P165,Loratadina,Antihistamínico,15/11/2024,1,69.87
C03879,Susana Ureña Barreto,84,San Sara de la Montaña,P053,Vitamina D,Suplemento,01/09/2024,3,43.71
C03880,Genaro Marcela Arellano Gollum,56,San Guadalupe de la Montaña,P076,Diclofenaco,Analgésico,20/07/2024,2,168.28
C03881,Lilia Esparza,35,Vieja Libia,P266,Metformina,Antidiabético,10/04/2025,3,162.63
C03882,Elena Amanda Nájera,36,Nueva República Árabe Siria,P350,Ibuprofeno,Analgésico,20/04/2025,3,152.9
C03883,María Luisa Rocío Sevilla Castro,35,Nueva ex República Yugoslava de Macedonia,P311,Azitromicina,Antibiótico,07/04/2025,4,156.75
C03884,Clara Rangel Rangel,89,San Cecilia los bajos,P410,Fexofenadina,Antihistamínico,07/02/2025,2,41.86
C03885,Luis Melgar Luevano,81,Nueva Noruega,P427,Metformina,Antidiabético,31/10/2024,5,131.4
C03886,Eugenio Florencia Castañeda Aragón,73,San Claudia los bajos,P048,Pantoprazol,Antiácido,06/12/2024,5,114.37
C03887,Mtro. Eugenio Gamboa,71,San Celia los bajos,P153,Vitamina D,Suplemento,11/01/2025,5,189.16
C03888,Eric Jaime Lerma,35,Nueva Burundi,P425,Metformina,Antidiabético,08/08/2024,2,168.01
C03889,Camilo Jaime Treviño Mayorga,81,Nueva Eslovaquia,P023,Pioglitazona,Antidiabético,23/11/2024,4,188.74
C03890,Irene Genaro Gaitán Briones,59,San Leticia los altos,P495,Vitamina C,Suplemento,30/09/2024,4,12.93
C03891,Mtro. Florencia Chavarría,74,Vieja Ecuador,P154,Metformina,Antidiabético,14/10/2024,4,71.19
C03892,María Jaime Zedillo de Anda,60,Nueva Mónaco,P119,Naproxeno,Analgésico,19/11/2024,4,192.55
C03893,Amador Ángel Carrera Rodríguez,39,Vieja Indonesia,P299,Fexofenadina,Antihistamínico,10/10/2024,5,53.47
C03894,Gustavo Ceballos Castro,60,San Angélica los altos,P081,Azitromicina,Antibiótico,26/10/2024,5,146.03
C03895,María Cristina Gabino Acosta Altamirano,55,San Dolores los altos,P028,Lansoprazol,Antiácido,09/05/2025,3,169.17
C03896,Rocío Víctor Abreu de la O,60,San Citlali los altos,P383,Naproxeno,Analgésico,24/04/2025,3,117.19
C03897,Sandra Lilia Heredia,50,Vieja Letonia,P283,Ciprofloxacino,Antibiótico,24/04/2025,3,36.41
C03898,Ana María Vanegas Berríos,52,Vieja Letonia,P071,Azitromicina,Antibiótico,30/09/2024,4,57.44
C03899,Gerardo Zarate Vigil,74,San Eva de la Montaña,P279,Paracetamol,Analgésico,18/11/2024,1,129.63
C03900,Agustín Gamboa Carrera,66,San Ángela los bajos,P019,Naproxeno,Analgésico,24/04/2025,3,136.92
C03901,Irma Uriel Leyva Calderón,24,Nueva Tuvalu,P265,Metformina,Antidiabético,04/07/2024,5,175.52
C03902,Mónica Luisa Manzanares,42,San Eloy los bajos,P142,Pantoprazol,Antiácido,20/10/2024,2,34.19
C03903,Mariano Gonzales,36,San Tania los bajos,P170,Cetirizina,Antihistamínico,03/09/2024,4,158.07
C03904,Ing. Zacarías Alcala,36,San Reynaldo los bajos,P361,Pioglitazona,Antidiabético,28/11/2024,2,120.33
C03905,Ing. Gabriel Márquez,75,San Estela los bajos,P408,Amoxicilina,Antibiótico,28/05/2025,1,23.76
C03906,Benito Sanches Galván,28,San Gonzalo los bajos,P018,Metformina,Antidiabético,16/10/2024,1,50.13
C03907,Mtro. Yolanda Romero,58,San Verónica de la Montaña,P347,Diclofenaco,Analgésico,05/12/2024,4,29.14
C03908,Clemente Henríquez Rivera,22,San Adela los altos,P343,Naproxeno,Analgésico,21/11/2024,1,52.34
C03909,Francisco Jaramillo,53,Nueva Turquía,P417,Metformina,Antidiabético,17/08/2024,5,112.16
C03910,María Eugenia Prieto Cepeda,75,Vieja Fiji,P492,Paracetamol,Analgésico,22/09/2024,1,152.84
C03911,Dr. Gabriela Tafoya,68,Vieja Papua Nueva Guinea,P094,Ciprofloxacino,Antibiótico,16/07/2024,2,163.54
C03912,Héctor Teresa Olvera Nava,85,Nueva República Popular Democrática de Corea,P005,Sitagliptina,Antidiabético,24/04/2025,5,45.83
C03913,Laura Cabrera Ruelas,29,San Fernando los bajos,P068,Metformina,Antidiabético,09/10/2024,2,173.01
C03914,Mtro. Paulina Arroyo,83,San Marco Antonio los bajos,P041,Ibuprofeno,Analgésico,06/11/2024,3,163.33
C03915,Genaro Rivero Páez,61,San Bianca los altos,P072,Lansoprazol,Antiácido,02/03/2025,3,174.54
C03916,Amanda Francisco Roybal García,58,San Jacinto los bajos,P352,Calcio,Suplemento,19/04/2025,5,125.86
C03917,Rodrigo Tapia Orta,88,Nueva Emiratos Árabes Unidos,P112,Loratadina,Antihistamínico,02/09/2024,3,190.71
C03918,Noemí Sáenz Quezada,36,San Alejandro de la Montaña,P070,Desloratadina,Antihistamínico,31/01/2025,4,15.91
C03919,Débora Dueñas,60,Nueva Lesotho,P205,Paracetamol,Analgésico,13/08/2024,2,166.65
C03920,José Santacruz,20,Vieja Croacia,P119,Azitromicina,Antibiótico,03/11/2024,2,191.57
C03921,Ramiro Jaime Trejo Montemayor,62,San Clemente de la Montaña,P300,Ibuprofeno,Analgésico,28/11/2024,2,87.23
C03922,Irma Jacobo Valles Solorzano,84,Vieja Arabia Saudita,P363,Fexofenadina,Antihistamínico,24/07/2024,5,197.53
C03923,Irene Lourdes Zaragoza,18,San Claudio de la Montaña,P311,Ranitidina,Antiácido,27/02/2025,5,23.49
C03924,Uriel Minerva Bermúdez Garay,73,Nueva Mongolia,P416,Desloratadina,Antihistamínico,19/09/2024,1,173.95
C03925,Perla Miguel Gaytán,43,San Abril los bajos,P186,Magnesio,Suplemento,15/03/2025,4,124.7
C03926,Mtro. Pedro Rendón,40,Vieja Bahamas,P128,Metformina,Antidiabético,01/09/2024,2,93.01
C03927,Ricardo David Jaime Loera,83,Vieja Malawi,P236,Diclofenaco,Analgésico,05/03/2025,4,164.41
C03928,Gloria Modesto Villagómez Delgadillo,69,San Luisa los bajos,P101,Cetirizina,Antihistamínico,22/01/2025,5,117.09
C03929,Esmeralda Frida Rubio Gutiérrez,43,San Juan Carlos los bajos,P344,Cefalexina,Antibiótico,28/07/2024,3,40.53
C03930,Dr. Alonso Cordero,24,San Débora los bajos,P463,Pantoprazol,Antiácido,24/10/2024,3,181.14
C03931,Mtro. Esperanza Vélez,53,San Estela de la Montaña,P097,Omeprazol,Antiácido,19/09/2024,1,170.24
C03932,Sr(a). Francisco Villa,18,San Serafín los bajos,P410,Diclofenaco,Analgésico,08/11/2024,5,168.67
C03933,Dr. Karla Mena,38,San Fabiola de la Montaña,P427,Ranitidina,Antiácido,01/02/2025,3,105.12
C03934,José Eduardo Montañez Quesada,48,San Reynaldo los altos,P201,Azitromicina,Antibiótico,30/10/2024,4,164.33
C03935,Germán Itzel Bueno Rangel,26,Nueva Bangladesh,P289,Metformina,Antidiabético,31/10/2024,1,141.82
C03936,Elias Escalante Prieto,31,Nueva Samoa,P233,Ciprofloxacino,Antibiótico,21/12/2024,1,189.2
C03937,Ramón María Elena Hernández,56,Vieja Belarús,P493,Ciprofloxacino,Antibiótico,09/06/2024,5,105.86
C03938,Luz Eugenia Santana,73,Nueva Guinea Bissau,P440,Calcio,Suplemento,20/04/2025,5,29.22
C03939,José Luis Beltrán,49,San Evelio de la Montaña,P032,Naproxeno,Analgésico,21/04/2025,1,101.3
C03940,Felix Hernán Beltrán,41,Vieja Islas Marshall,P064,Pantoprazol,Antiácido,27/06/2024,5,91.75
C03941,Enrique Díaz,30,San Zeferino de la Montaña,P391,Glibenclamida,Antidiabético,16/11/2024,5,127.3
C03942,Abelardo Ozuna Riojas,60,San Yeni los bajos,P349,Lansoprazol,Antiácido,26/09/2024,1,62.18
C03943,Celia Carrillo,20,San Magdalena los altos,P477,Amoxicilina,Antibiótico,28/03/2025,5,89.21
C03944,Hermelinda Leyva Arevalo,40,San Gabriel de la Montaña,P009,Calcio,Suplemento,27/07/2024,3,158.63
C03945,Alta  Gracia Tejada,59,San Alberto los altos,P168,Ibuprofeno,Analgésico,14/03/2025,4,193.51
C03946,Clemente Pantoja,71,San Lourdes los altos,P112,Vitamina D,Suplemento,15/12/2024,2,143.4
C03947,Jacinto Rivera,55,Nueva Japón,P460,Cetirizina,Antihistamínico,05/04/2025,5,158.32
C03948,Jaime Marín Olivares,62,Vieja Perú,P273,Omeprazol,Antiácido,20/06/2024,1,47.8
C03949,Pamela Serna,40,San Vanesa los altos,P150,Ranitidina,Antiácido,28/01/2025,2,90.95
C03950,Isabela Venegas Alfaro,23,Vieja Líbano,P288,Pioglitazona,Antidiabético,03/10/2024,2,70.65
C03951,Araceli Fabiola Quiñones,55,San Zacarías los bajos,P174,Ranitidina,Antiácido,31/03/2025,2,179.28
C03952,Leticia Eva Briones,75,Nueva Irlanda,P058,Omeprazol,Antiácido,29/05/2025,3,55.52
C03953,Ramón Pichardo Alva,52,Nueva Omán,P360,Pantoprazol,Antiácido,03/02/2025,1,36.68
C03954,Ing. Pilar Cantú,31,San Diego de la Montaña,P497,Vitamina D,Suplemento,07/02/2025,5,196.81
C03955,Dr. Graciela Noriega,59,Vieja Estonia,P409,Fexofenadina,Antihistamínico,03/03/2025,1,116.78
C03956,Ángel Saldivar,65,San María Luisa los altos,P225,Ciprofloxacino,Antibiótico,13/11/2024,3,61.75
C03957,Mtro. Elsa Guzmán,36,Vieja Colombia,P094,Fexofenadina,Antihistamínico,02/07/2024,5,166.03
C03958,Helena Juana Zavala,24,San Reynaldo de la Montaña,P293,Omeprazol,Antiácido,28/05/2025,4,106.67
C03959,Elvia Delia Canales,55,San Carolina los altos,P490,Cefalexina,Antibiótico,14/12/2024,4,85.58
C03960,Evelio Celia Almonte,46,San Omar de la Montaña,P273,Cefalexina,Antibiótico,30/06/2024,3,74.09
C03961,Esther Daniel Vallejo Ramón,19,Vieja Santo Tomé y Príncipe,P215,Diclofenaco,Analgésico,30/01/2025,1,15.21
C03962,Adela Granado Juárez,28,Nueva Saint Kitts y Nevis,P127,Ranitidina,Antiácido,21/11/2024,2,137.39
C03963,Beatriz Armando Bravo,19,San Caridad los bajos,P432,Vitamina D,Suplemento,28/01/2025,1,38.7
C03964,Dr. Alta  Gracia Nava,65,Nueva Micronesia,P350,Ibuprofeno,Analgésico,07/12/2024,2,181.26
C03965,Irene Pamela Gurule,20,San Delia de la Montaña,P255,Sitagliptina,Antidiabético,02/03/2025,2,119.02
C03966,Nadia Alcántar Archuleta,76,San Juan Carlos los altos,P372,Metformina,Antidiabético,04/01/2025,5,102.18
C03967,Daniel Eugenio Valencia,65,San Conchita los altos,P327,Desloratadina,Antihistamínico,26/07/2024,5,181.41
C03968,Miriam Tello Miranda,22,Vieja Trinidad y Tabago,P494,Glibenclamida,Antidiabético,27/10/2024,4,32.13
C03969,Alberto Angélica Velázquez Zaragoza,86,Vieja Nicaragua,P102,Azitromicina,Antibiótico,19/07/2024,3,56.47
C03970,Alvaro Barragán Tamayo,70,San Luz los bajos,P388,Diclofenaco,Analgésico,06/07/2024,4,32.04
